seq_1,seq_2,label
Reno3屏幕多少钱,Reno3多少钱,0
分钟后提醒我,五分钟后提醒我,0
我特别纠结,我有点犹豫,1
你在瞎忙什么呢,你在忙什么,1
你想咋滴吧,你想咋滴,1
我说合适就合适,就是合适我说,1
手机能不能推动别的手机,就是手机,0
谢谢你送来的祝福,谢谢你的祝福,1
我要开车啦,我准备开车了啊,1
我未必问我我都不会,我有经验我就不会问你了,0
圆明园的摧毁,圆明园,0
那个时候,他那个时候,0
我说我从来不觉得我是改了,我觉得我很不好,0
我骂了吗,我就骂你了怎么了,0
早上八点上课,八点零五才上课啊,0
双色球最新开奖,体彩排列三开奖结果,0
那你找个话题,讲真的你找个话题吧,1
支持无线充电的手机,充电提示音支持的手机,0
能帮我下载一个快手吗,帮我快手打开,0
可见什么什么,什么成语,0
还喜欢打了,我喜欢打电竞,0
手机如何恢复出厂设置,怎样恢复设置,0
晚上有没有饭吃,晚上吃饭了吗,1
退下吧没事,没事的退下吧,1
韩国帅哥好还是中国帅哥好,中国谁最帅,0
怎样在没有充电器的情况下充电,如何在没有充电器的情况下充电,1
知道我的喜好吗,你的喜好,0
打车过来,打开微信滴滴打车,0
那就过那种,我说过了呀,0
让你唱一首歌,我给你唱首歌好吗,0
你没我帅,你有我帅吗,0
"好差,什么鬼东西",啥鬼东西啊,0
现在是农历的几月几号,你的生日是几月几号,0
王者荣耀最完美的英雄是谁,王者荣耀中哪个英雄最牛,0
零点二五小时等于多少分,平方千米等于多少公顷,0
我说我眼中不可能不是只有你,我说我的眼里只有你,1
有个不理解的问题,是不知道,0
啊我想听歌,你听歌吗,0
你都会什么游戏,你会打的游戏叫什么,1
拜托救救我好吗,快救救我,1
你这个人吗,你还是个人吗,0
小欧小欧唱支歌给我听,你唱一首歌给我听,1
薛之谦的孩子叫什么,张馨予的英文名叫什么,0
怎样下载Breeno指令,breeno分屏怎样打开,0
排列三开奖号,双色球几点开奖,0
你今天想我了吗,今天想我了是不是啊,1
你说不上来,他们叔叔说不上来,0
支付宝收款码,找支付宝,0
巧克力曲奇好不好吃,巧克力曲奇味道好嘛,1
你觉得爱是什么,你是爱我的吗,0
你是不是很厉害,你很厉害吗,1
把你的名字告诉我好吗,你叫啥名儿,1
你这个怎么读,你读书在哪读的,0
我怎么来,我怎么可能,0
我还记得你,我记得你,1
你是我儿子吗,你是带把儿的吗,0
手机丢了怎么查找,手机丢了怎么办,0
有没有软件商城,a8导航有没有支持北斗导航,0
本机的手机型号是什么,本机是什么型号,1
你说今天天气怎样,今天的天气真好啊,0
那晚安吧,晚安行不行,1
借我点钱,你借我点钱,1
你知道什么音乐,3D音乐,0
OPPO手机的手机软件,OPPO手机必备的软件,1
这个手机的密码是多少,解锁的密码是多少,0
有新书吗最近,你看过什么书,0
你好偷了，备案就可以了吗,你可以走了,0
播放一首我喜欢的歌,很喜欢听老婆这首歌,0
那我打你一顿可以吗,我可以一直依赖你吗,1
这样子这个是这个,就这样子吧,0
你阿姨知道oppo这个品牌吗,你知道oppo这个品牌吗,0
你啥时候上班去,你什么时候去,0
手机来信息了怎么屏幕没有显示的,全屏手机怎么显示出返回键,0
"手机掉水里啦,好心疼",手机掉水里了有没有事,0
我想见女朋友,我想我前女友了,0
我那么爱你为什么,你为什么爱我呀,0
麻烦你给我出去好不,给我出去,1
王者荣耀张飞的新皮肤是什么,王者荣耀女英雄,0
你个猪大哥,你个大坏蛋,0
你上的什么学校呀,你上了学校吗,0
设置一个凌晨四点的闹钟,七点25闹钟,0
美女是我吗,我是美女吗,1
我还不知道,我好像不明白,0
给我玩一下,我能不能玩一下呀,1
我老婆好漂亮,出众的外貌那是说我媳妇,1
可以帮我一个忙吗,你可以帮我一个忙吗,1
有什么好玩的地方然后他就给你二十四个,有什么好玩的,0
给我播报欢太新闻,播放的新闻,0
我要下雨吗,我能要吗,0
刚买几天，外屏破了怎么办？,今天刚买的k7怎么没给积分呢？,0
换季打折应该可以淘到很多好衣服吧,你有衣服穿吗,0
小小打开网易云音乐,什么音乐是你知道的,0
闹钟八点半的闹钟,八点半闹钟,1
怎么评价杨紫,嗯怎么评价杨紫,1
那你唱给我听吧,小影唱首歌给我听,0
对你很失望,你把我的耐心消耗殆尽了,0
你妈咪叫什么,你好你叫什么,0
我和你谁厉害,你明明就是比我厉害啊,0
怎么删除聊天记录,怎么删聊天记录,1
开短信,发短信给测试说出来玩,0
你能给我发语音吗,你能给我什么,0
我非常不爽,我不开心,1
oppoencofree维修,OPPO Enco Free,0
放空是什么意思,就是这个意思,0
在哪里我的情人,你是我的情人吗,0
小爱好还是你好,小爱同学好还是小欧好,1
我能看看你吗,我可以看看你吗,1
怎么不理我呀,为什么不理人,1
我不想要你了你走吧,你走吧我不打算要你了,1
三加一等于多少,25乘六,0
我不拍照了,我不再照相了,1
给爱人发信息,打微信电话给安东阳,0
Reno4的中框和后盖材质,Reno3元气版的中框和后盖材质,0
给他打微信电话,打开微信公众号,0
不知道哪去了,不知道你去哪了呢,0
创造你的人叫什么名字,你的名字是谁赋予你的,0
终于差不多,你差不多了吗,0
科学家英文,傻子的英文怎么说,0
再见行不,不说了再见拜拜,0
设置一个凌晨一点的闹钟,是一个九点的闹钟,0
Reno3的耳机接口介绍,Reno3元气版的耳机接口介绍,0
你咋Reno啥,Reno是什么意思,0
懂不懂发生什么,你知道什么呀,1
现在还找不到工作，好烦啊，彩虹屁吹一下。,如何愉快地跟小布玩耍,0
我确实啥也不会,我们的女朋友确实啥也不会,0
手机如何设置充电完成的铃声,如何设置手机充电铃声,0
讲几个冷笑话,不要冷笑话,0
我不该这样说你,我不应该这样说你,1
Reno3pro后置,Reno3 Pro VPN设置,0
怎么不见了啊你,你不见了,1
早上好怎么说,早上好你觉得应该怎么说,1
小波你有女朋友吗,你有女朋友吗,1
你是啥星座的呀,你是什么星座,1
这是什么东西,你是人吗,0
我有哪些信息,删除的信息怎么恢复,0
定一个明天早上七点半闹钟,你早上起床了吗,0
你有在想我吗,你有在思念我吗,1
heytap会员福袋,heytap会员,0
我的手机摔坏了,"我手机摔,坏了",1
如何开启小布的语音,合上皮套后无法启动语音助手如何解决,0
RENO4PRO耳机口,OPPO Reno4 SE的耳机接口,0
天子笑是谁家的,你喝过天子笑吗,0
我讲不下去啦,不给我讲一个爱情的故事,0
我确实找不到他了,我找不到他了,1
毛泽东的词,三万里河东,0
我要喝酒,你喝酒我请,0
我能问你一件事吗,可以问你一件事吗,1
怎么样变成迪丽热巴,怎么变成迪丽热巴,1
为什么我的手电筒打不开了,为什么我手机来了电话卡的接不起,0
你都会什么呀,你还有什么用,1
OPPO最新款顶,OPPO最新款手机多少钱呀,0
面壁思过去吧,赶紧去面壁思过吧,1
问问不行吗,那可不行,0
那个OPPO手机,OPPO手机质量怎么样,0
潮汕牛肉火锅你有吃过吗,潮汕牛肉火锅,0
布布今天天气怎么样,今天的天气很好哦,0
你为什么不知道我呀,你不知道我为什么离开你,0
外面的世界有什么,世界变了,0
EncoW31耳机连接手机,Enco W51耳机连接说明,0
蜘蛛侠平行宇宙,你知道平行世界吗,0
你看出来了你不会说,你不要再出来了,0
我说你是不是想挨打了,你是不是想挨打了,1
你把qq发个我,QQ专享红包怎么发,0
手机解锁锁屏出现黑屏,手势锁屏,0
的没电提示音怎么修改,怎么修改时间充电提示音,0
头发越来越少,又掉头发了,0
读一条未读短信,小布为你找到以下信息,0
十三点叫我起床,三点叫我起床,0
来唱首歌,来一首殇雪,0
不知道IMEI号怎么办,imei号怎么查,1
朗读新闻,播报热点新闻,0
我姐姐美不美,我姐姐漂亮吗,1
手机突然出现条纹,手机指纹突然不好使了,0
你好在不在,你到底知不知道啊,0
聊什么你觉得可以跟我,你可以跟我聊什么,1
你不专业怎么能行,你不专业呀,0
在这里有事吗,在这呢什么事,1
文科和理科,你擅长文科还是理科,0
一生一世是什么意思,一举两得的意思,0
这个事是你办的,你帮我办什么事了,0
所以让你考虑考虑,我还在考虑,0
妈妈也知道,你的妈妈,0
魔镜魔镜谁是世界上最美的人,谁是这个世界上最丑的人,0
手机买了不到一个月手机主板坏了,我一个手机坏了,0
ai修复图片,AI修复,0
大学大学,你上过大学吗,0
你能不能劈叉,你会劈叉吗,1
打开十二星座查询星座,打开十二星座我的星座是水瓶座,0
送给爸爸,我要送给爸爸,1
搞完之后上,我搞完了哟,0
K7支持NFC,K5是否支持NFC,0
账户修改昵称,账号修改名字,1
和Reno,Reno是什么意思？,0
退出退出浏览器,退出浏览器,1
我也想帮你,我也希望能帮助你,1
encofree如何回复,Reno Ace如何静音,0
oppo帐号的密码,oppo帐号密码异常,0
召唤Breeno,Breeno召唤Breeno,1
究竟是你笨还是我笨,是你笨还是我笨,1
是天猫精灵的,天猫精灵还不错啊,0
我长得帅还是你长得帅,我比你帅对吧,1
吃了自己那个,你吃的啥,0
怎么不讲了,不花钱我就不和你讲他都不给,0
智能手表需要放入卡片具备卡槽,只要打开手机里的健康卡,0
opporeno,OppoReno4,0
请帮我截一下图,截一下图,1
如果这样你会嫌弃我吗,你会嫌弃我吗,1
游戏助手能陪我打游戏吗？,打开游戏助手,0
第一个拨打电话,拨打电话给某某,0
把你qq号给我,打开QQ给大姐发信息,0
行吧我们聊啥呢,好呀聊什么呀,1
继续播放新闻,最近的新闻,0
我是问你这是什么歌,你问问这是什么,1
我不你在哪,妈妈你在哪呀,0
可以滚了,你真的可以滚了,1
还是不好,真的是很不好,0
电信Volte,电信VoLTE说明,0
我有没有结婚呀,我们结婚吧,0
来首周杰伦的歌,来一首民谣吧,0
你是个狗吗,你好像一条狗啊,0
我唱歌给你听如何,你能听我唱歌吗,1
我再也不理你了,你这么对我我不会再理你了,1
这是什么意思呢,有好几年前他这是什么意思啊,0
你长得是什么颜色的,你是什么颜色的,1
你养过宠物吗,你养了什么宠物,1
听一首美丽的歌,你听过最美的期待这首歌吗,0
我在这儿看见我了吗我在这儿呢,你还没看到我吗我就在这,1
放首给我听,放首给你的哥哥听,0
怎么改WiFi的密码？,WIFI怎么改密码,1
你的才艺都是什么,你有什么才艺,1
我想知道你是啥子软件,你是什么软件,1
"好吧,我们换个话题吧",为什么要换一个话题,0
我不是很懂,不是不懂,0
你的生日是哪一天,你几月几日过生啊,1
我在工作,他们都会在这工作,0
终于我又不喜欢你了,我又不喜欢你了,1
嗯我想你说的应该就是R5吧,嗯r5吗,1
你比较关心的人是谁,你在乎的人是谁,1
快手打开快手,小布进入快手,1
别气我了,不要令我生气,1
只是朋友吗,你有朋友吗,0
百度搜索大片,搜索一下吧,0
我没有Breeno,enco free连接后无声,0
靓妹你在不在呀,美女在不在,1
唱就唱不唱就拉倒,唱小苹果,0
你怎么不睡觉,为什么还不睡觉,1
那你是啥,你是什么意思,0
有没有人呢,你有没有心仪的人,0
没有在一起,我没有跟她在一起啊,1
那你就是,对就是那个,0
那你的老婆,我老婆她,0
快点叫一下我,喊我一下,1
手机更换内屏,想换手机屏,0
谁要你等了,我不要你等,1
除了说对不起你还能做什么,你只会说抱歉吗,1
用途wifi浏览视频sim卡,你看看人家vivo,0
熄灭屏幕,屏幕熄灭时间,0
给我下一个淘宝吧,把那个淘宝给我放在桌面上,0
小杜小杜你在哪里,你现在在哪,1
小影唱首歌给我听,你给我唱一首绿色,0
我去哪儿你说说吧,你猜我去哪儿,1
明天有雨吧明天,"你明天,明天走一天",0
设置字体大小,字体大小的设置方法,0
你好漂亮啊今天,你今天很漂亮,1
我生气就是你惹得,就是你惹我生气了,1
那你帮我打行不行,那你帮我打好不好,1
橘子吃多了会怎样,怀孕能吃豆角吗,0
耳机坏了，是不是维修一年,手机是人为损坏的，换了屏幕，是不是就不保修了,0
历史故事的成语,兴高采烈的意思,0
我该喊你什么,告诉我我该喊你什么,1
我这个样子,我现在这个样子,1
这是哪个电影里面的人,这是什么电影里面的啊,0
来电背景图片怎样设置,怎么设置相册里视频来电,0
护眼模式护眼模式,护眼模式,1
我姐姐叫什么呀,我姐姐叫什么名字,1
小欧我想知道你想我了吗,小欧你想知道我想你了吗,0
我想买个手机FindX是最近卖得最好的吗,R11卖的好吗,0
那你觉得我怎么样,你认为我怎么样,1
能不能告诉我你觉得你好不好用,你觉得你好用吗,1
高考还公平吗,就高考了啊,0
下载音乐,下载QQ音乐下载,0
哑巴啦你说话呀,哑巴啦你的老公说话呀,0
我又没有女朋友我确信,我又没有女朋友,1
我觉得你肯定知道呀,我是觉得你一定知道,1
电还没充满吗,充满电了没,1
那真的不能,那也不能,1
问你一个问题,特都是你问的问题,0
拔丝红薯怎么做,家常菜的做法,0
我们现在的位置,小布你知道我在哪里吗,1
给小朋友种牛痘是为了预防什么病,小孩子不睡觉怎么办,0
你很有趣难道不是吗,你可真好玩,1
没有什么帮助滚吧,也没有啥帮助滚蛋吧,1
三点一四乘三十等于多少,25除以十六,0
快点说今天要做啥,今天做什么,1
你怎么能做得那么好呢,你为什么那么优秀,1
说出你会的外语,你会哪国的语言,1
关掉音乐,你知道什么音乐,0
那你说今天的天气怎么样,今天的天气很好哦,0
我睡不着难道你不哄我睡觉吗,我失眠了你哄我睡觉,1
四十克等于多少千克,六分米等于多少米,0
我想玩英雄联盟,我不和你玩了,0
现在几点吗,今天几月,0
你喜欢吃零食吗,你喜欢吃什么零食,0
我有时间就找你聊天,因为我一直很孤单所以我才找你聊天,0
那你就变,我觉得你变了,0
R17的配件价格,R17的价格,0
写的是什么,写什么呀,0
findx标配充电器规格,find x pro的充电器规格,0
我要玩猜字谜,小布猜人物,0
我这个男人的性格就是宅,我是宅男,1
西双版纳有什么好玩的地方,好玩的地方在哪里,0
我还有什么机会,我有新的机会,0
能给你换一个新名字吗,想给你换一个名字,1
小波今天的天气,今天的天气很好哦,0
我要听民间故事,小布你可以给我讲故事吗,0
什么铃声？,为什么扬声器会沙沙声？,0
都是你气的我,你刚刚就气我了好吧,0
给552打电话,打电话给552,1
更换屏幕资费,换屏价值,0
哦你爱我吗,你真的有爱我吗,1
闹钟响了,六点十分的闹钟,0
还叫什么,你还叫什么呀,1
什么意思,a5c的意思是什么意思,0
你觉得我配得上你吗,你真的觉得我配不上你吗,1
闹钟响了,设置一个17点的闹钟,0
Reno电池是多少毫安,Reno有哪些配置,0
那我先走,嘻嘻那我就先走了拜拜,1
小布有brown指令吗,a11有reeno指令吗,0
把你的qq发给我,你发个给我听,0
我没说什么,你说没说,0
摩托罗拉摩托罗拉,摩托罗拉,1
垃圾就是你,垃圾回收站是他的归属,0
十千克等于几克,八十分米等于几米,0
这东西是什么。,吃什么东西，暖胃,0
reno4 se有线条,Reno4SE指纹解锁,0
请放一首歌给我听,小影唱首歌给我听,0
酵素效果,酵素减肥好吗,0
你平时都做些什么,你可以做些什么事情,0
连我都不清楚,我都不清楚,1
睡什么睡起来嗨,你睡觉吗,0
今天的天气很好哦,今天的天气咋样呀,0
你是否长得很丑,你丑不丑啊,1
小布玩你玩猜谜语,和小布玩猜谜语,0
我要去别的国家了,我要出国了,1
好看视频好看视频,好看视频,1
说英语啦,折的英语怎么说,0
难道你不觉得我帅吗,你说我帅吗,1
怎样清理手机内置的储存，用着老是卡的不行,如何操作内存卡的放置,0
你爸爸妈妈爱你吗,你有爸爸妈妈吗,0
老的部首是什么,测可以组什么词,0
猜猜我叫什么,对了知道我叫什么名字吗,0
手机的wifi断开重新连接了，怎么办,手机搬家中断了怎么重生二维码,0
说话说话,你怎么说话,0
罗志祥好帅啊,罗志祥好帅,1
我喜欢你,小说我喜欢你,1
可以跟我讲讲话吗,可以和我说话吗,1
打开支付宝的蚂蚁森林,打开支付宝余额宝,0
我要去上班,我出门去赚钱了啊,1
你在哪里我好想你,你在哪里啊我今天好想你,1
雷德王的照片,毛主席的图片,0
色图片,我想看照片,0
我的声音好不好听,我声音是好听还是不好听,1
网易云音乐播放云烟成雨,什么音乐是你知道的,0
微信通知显示怎么打开,信运动怎么不显示步数,0
那么来吧,你能干嘛呀,0
帮我打电话给七六幺,你可以帮我打电话吗,0
都是他们,这是他们的,0
谢谢了不用了,感谢啊不用了,1
我要打给亲爱的,我要打你,0
鸡肉怎么炖好吃,海底捞好吃吗,0
狮子座的本周运势怎么样,你是水瓶座吗,0
手表支持智能情景,OPPO Watch配对OPPO系统版本是ColorOS 7.1及以上手机特有功能,0
打开短信通知,念一下短信,0
跟我说说话呗,我们来随便聊聊吧,1
那你认识小艾同学吗,你知不知道小爱同学啊,1
已知商咋就这么难,咋一点都不智能呢,0
爱而不得用英语怎么说,叔叔用英语怎么说,0
打开我的微信,微信打开我的微信,1
我想知道你叫什么,我怎么称呼你啊,1
谁是你爹,你爸爸是谁,1
我的优点就是没有缺点,我是任务我的优点就是没有缺点的,1
现在该休息了,好了休息吧,1
你几点睡觉啊,你几点休息啊,1
我长得漂亮吗,我长得好不好看啊,1
是什么意思,Ironman是什么意思,0
我们要不要来真心话大冒险,我们玩真心话大冒险吧,1
手机上出现HD怎么取消,手机上出现HD也么关闭,0
我没有骂你,我根本就没骂你,1
你能做到吗,你做不到吗,1
打开头条,头条打开今日头条,1
那你认识啊,你认识他们,0
但是我觉得,不过我觉得,1
你眼神不好使脑子还不好用了,为什么我不点红点不好使呢,0
接电话对面听不到声音,拨打电话对方听到声音小,0
晚上十八点是,晚上八点,0
花木兰的声音,武功电影里面的声音,0
打开QQ窗口,帮我下QQ,0
好的你可以滚了,可以滚了,1
又要干啥啊你,你想干什么,1
工作的事,工作教会人的事,0
首先要身体健康才能心理健康吧,健康的概念身体健康心理健康社会适应能力良好,0
城关区维修地址在哪里,在北京什么地方修,0
你的记性是不是很好呢,你的记忆力好吗,1
我的心情还可以,我心情很好,0
oppor9m多少钱,OPPOR9几几年的,0
柿子和橘子可以一起吃吗,怀孕能吃娃娃菜吗,0
改名终于,我给你改名,0
你个大笨蛋,你个大傻逼,1
打开微信打电话给妈,如何设置微信密码,0
OPPO有哪些机型,OPPO最新款手机怎么读啊,0
接下来还能聊什么啊,怎么聊下去呢,1
手表忘记密码怎么办,手势密码忘记怎么办,0
四十分钟后提醒我拿衣服,不再提醒,0
我难道不在你的心里吗,你的心里有我吗,1
我要控制我自己,我不要控制我自己怎么可能,0
Reno的电池是多少毫安,Reno有哪些配置,0
谁是我媳妇,我的老婆大人是谁,1
你说今天天气怎么样间,今天天气真好,0
给我讲个故事,你给我讲个故事我要睡觉,1
我能上你吗,我可以上你吗,1
豫王振今天的天气怎么样,今天的天气很好哦,0
我对你有意见,你让我有点看不惯,0
把你qq号给我,打开QQ给王发信息,0
冬天到了,冬天下雪吗,0
第一款OPPO手机叫什么,OPPO手机什么手机好,0
我有多厉害,你是不是很厉害,0
我说我好难过,我好难过,1
这里当然要多长时间,学习摄影要多长时间,0
陪我说说话,陪我聊天儿,1
小布我的手机号码是多少,小布我的手机号是什么,1
中国梦是国家的民族的也是什么的,中国建筑是很有讲究的,0
酷狗播放音乐,你知道什么音乐,0
哈哈真好笑再来一个吧,"哈哈,真好笑",0
爱就是要说出来的啊,爱出来了对这样也行,0
跟你聊天是一件无聊的事,跟你聊天好无聊,1
跟你聊跟你聊天好无聊,我好无聊陪我聊天,1
王俊凯生日是什么时候,我非李沁不娶,0
这本书叫什么名字？,一本书的名字,0
操作王者荣耀,帮我操作王者荣耀,1
你能不能听得懂人话,你到底能不能听得懂人话,1
告诉我你叫什么,叫我卡卡,0
谢谢有你的外婆,谢谢有你,0
你的发明人是谁,你的创造人是谁,1
大家都在努力学习我也要努力,向还在努力学习,0
我追你干嘛你个神经病,你个神经病我到底追你干什么,1
给我撒娇,撒娇给我看看,1
我也真的不知道为什么,我也不知道为什么,1
"开关“低亮无频闪护眼""屏幕出现闪烁",为什么屏幕会一闪一闪的,0
干嘛不理我,你干嘛不应我,1
八万日元等于多少人民币,人民币兑日元的汇率,0
那你喜欢王一博吗,你喜欢王一博吗,1
鸡爪怎么做,不吃饭会怎么样,0
手机保修期换货保修期,保修期内,0
定一个二三点的闹钟,定一个三点的闹钟,0
为什么开了5g开关经常网络卡，没有响应,A5的卡槽在哪里？,0
我说我是你爸爸,你是我儿子我是你爸爸,0
人间最美好的事是什么,世界上最美好的事情是什么,1
来段绕口令,换一个绕口令,0
我的智商没有你的智商高吧,我和你谁的智商更高,0
我们结婚吧,已经结婚,0
我就想在这,我就在这里呀,1
小布十二星座,三月十二是什么星座,0
我真的是你爸爸吗,你爸爸是不是我,1
你愿意做我的影子么,你可不可以做我的影子,1
赵丽颖的老公,王源王俊凯易烊千玺,0
和你有什么关系,他们想有什么关系就有什么关系还有啥关系就是啦,0
你姐姐说要出差了,他说要出差了,0
可是你不是我喜欢的人,可我喜欢的不是你,1
好什么好一点都不好,一点都不好,1
r11puls耳机接口,R11s Plus手机耳机接口介绍,0
番茄快速专注,打开番茄开始一个快速专注,0
所有我两个人去旅行,你旅行吗,0
你是我的朱丽叶,你好小叶,0
我要嫁给王一博,我要娶王一博,0
你叫啥名啊,你叫什么名字,1
小不小请放少年的你,你好小布,0
你难道是脑袋进水了,你脑袋进水了吧,1
换屏幕后坏屏幕怎么办,别让屏幕黑屏,0
你读几年级了,你上几年级了,1
如何设置自动开机,如何设置自动开关机,1
w51怎么连接,w51怎么切歌,0
放点音乐听吧,你听音乐吗,0
a57是否支持otg,OPPOa5是否支持闪充,0
评价下王者荣耀,打开我的荣耀,0
你知道你能干什么吗,你干什么吃的,0
好我现在好想你啊,"好想爸比,你呢",0
你为什么这么说,你为什么这么能说,0
reno4Pro上市时间,OPPO Reno4 SE的上市时间,0
我不理你了,你必须要加油我叫你你都不理我,0
什么都不是,不是是不是他的,0
我讨厌你吗其实,我讨厌你吗,1
我伤心了怎么办,怎么办呀我真的伤心了,1
我的感受是人生到达了巅峰,你的老婆的感受是人生到达了巅峰,0
就是那个啊,二十分钟就充满电了我们这是问那个就是山东三点零的,0
你喊我一声爸爸好不好,你可以叫我一声爸爸吗,1
你那的天气怎么样,今天天气真不错呀,0
凛冬将至,冬天用英文怎么说,0
那你真没办法,他说我也没办法,0
我是男的还是女的,我是男生还是女生,1
无不无聊啊,你实在是太无聊了,0
你爸爸妈妈爱你吗,你爸妈好爱你啊,0
是我有老公吗,我有老公吗,1
那你就是太花心,真的是太花心了吧,1
你行不行帮我打一把和平精英,你可不可以帮我打一把和平精英,1
无线充电机制介绍,907手机旁边的三个金属粗触点是怎样实现无线充电的啊,0
那我现在,我现在空的很呢,0
横竖屏怎么关？,怎么竖屏,0
是什么意思,pasure是什么意思,0
ace2支持aptx吗,a72支持atia,0
电视坏了怎么办,怎么开不了机了,0
是的。,安卓版本是,0
你能否给我点钱,你可以给我点钱吗,1
encofree真假,encofree失灵,0
评价一下你若化成风,你若化成风,0
赶快给我说晚安,我说晚安,0
你究竟知道多少,你知道什么啊,1
有时候卡有时候不卡。,有时候会卡机,0
搞的我都退不出来,我说不出来,0
你怎么这么笨呀,你为啥这么傻,1
可以跟我说没关系吗,你可以有什么你再跟他说你要打谁电话你直接跟他说就可以了,0
湘潭最近五天天气,最近天气好好哦,0
讲小白兔的故事,你给我讲个睡前故事,0
小爱是什么东西,你和小爱是什么,0
土味情话你说的很好,你的土味情话说的真好,1
你怎么这么幽默,你为什么这么幽默,1
你的学历有多高,你的学历是多少,1
你不会啥呀,你不会发出声音,0
周星驰的老婆叫什么名字,你老婆叫啥名字,0
Reno是什么意思,OPPOReno有什么嗯,0
陪我说话,咱俩唠唠嗑,1
你在想我吗宝贝,亲爱的你在想我吗,1
你知道我是男的还是女的,你知道我是男生还是女生,1
美元兑人民币,两万韩元等于多少人民币,0
订一张从深圳到北京的火车票,南京的高铁,0
你真是小v不,你们男朋友真是小v不,0
说谁谁不行,"不行,说你自己喜欢我",0
订一个明天早上六点的闹铃,你早上起床了吗,0
白羊座你要做,你到底要做什么,0
这就开始了,也不知道什么时候开始的,0
你喜欢哪些明星,你会喜欢哪个明星啊,1
oppo手机开通,OPPO手机排行榜,0
我讨厌你吗,我讨厌你,0
我想逗你,为什么我想逗你,0
能不能联系真人客服,必须到oppo客户服务中心检测鉴别手机是否为正品,0
手机老是掉帧怎么办,手机网络老是掉怎么回事,0
打开听声音叫我靓女,我要打开听声音,0
巴拉拉能量,他的能量,0
要不我爱你啊,我很爱你!,0
这是什么歌,什么音乐好听,0
我是不会生气的,我怎么可能因为他而生气,1
你真是十分的吵啊,你太吵了,1
时间太快,休学的时间过的好快,0
那你为什么喜欢我,是什么让你喜欢我,1
我嫉妒你的聪明才智,为你的聪明才智打败了看来我要进步,0
十一月21号星期几,你是几点,0
我不是来找你的,我不找你,1
我觉得很无聊,我觉得好烦啊,0
小粉色的,R17有哪些颜色,0
我知道你很难过,好难过呀,0
要不要做我的女朋友,做我女人吧,1
遇上你是我的人,因为遇到你我心里都是你,0
老舍被誉为什么,以抗美援朝战争为题材的是什么电影,0
那你给我十块钱,五块钱给我汇钱,0
我对他挺好的,他也挺好,0
有在哪里,你诞生在哪里啊,0
那我可以说我爱你吗,那我可以爱小影嘛!,0
k1耳机接口介绍,k1接口,0
你是谁你在哪你在干什么,你到底是谁你在哪里你在干什么,1
打开微信支付支付,微信支付,1
改个名字怎么样才好呢,如何给你改个名字,1
百里守约的声音,四川话,0
需要什么帮助吗,你有什么可以帮助我的吗,0
你认识哪些节日,你知道什么节目,0
怎样更新oppo watch操作系统,怎样升级谷歌系统？,0
我的性别是女,我不是女的,0
爱或不爱,就是说不爱娃还是,0
我的名字你还记得吗,你还知道我叫什么吗,1
你知道你要叫我什么吗,你怎么称呼我呢,1
见到你真烦不想再见,我不想再见到你了,1
软件集合视频防抖,A8支持视频防抖吗,0
三个人三个人,三个人,1
这么贵我是吃不起的,太贵吃不起,1
打开QQ动态,HISIRI打开QQ,0
什么答案呀,什么答案,1
你的声音为什么这么小,你有发出声音吗,0
想要吵架,好想跟他吵架,1
"那也是没有办法的事情啊,我能怎么办呢",有许多事情你也没有办法,0
王者荣耀用什么角色,王者荣耀你最牛的英雄是谁,0
吉普车,丰田普拉多,0
我逗你玩的,你逗我玩的,0
我是渣男,我可真是个渣男,1
reno4SE屏幕,Reno4的屏幕,0
Reno是什么意思,OPPOReno是不是没有,0
我也要加油,其实我也要加油,1
我的手机屏目有白线,多方软件黑屏白屏定位手机配件虚拟按键可以回复主屏幕power其他配件熄屏亮屏,0
我的手机信号都是满格的，上网也是正常。就是别人打电话我这边无法接通,就是一个软件的客户端版本,0
我不想忍了,我不想坚持了,1
在我心里永远有个你啊,在你心里永远有个我啊,0
老婆的微信,微信查找,0
我想大声告诉你,我就是想是的告诉你,1
那你为什么现在可以说话,你怎么现在跟我说话啊,0
reno4虚幻,RENO4像素,0
为什么我的不能连接wifi,为什么只能保存二个wifi,0
你那边天气热不热,今天天气有没有雨啊,0
帮我修改微信步数,小布发个红包给我,0
零点五米等于多少厘米,一平方千米等于几平方米,0
有什么狗血的电视剧剧情,最狗血的电视剧剧情,1
告诉我你什么时候升级,你什么时候升级啊,1
是什么原因让你不回家,我不回家,0
唤醒Breeno语音的方法,Breeno语音打开唤醒语音唤醒,0
游戏里为什么打不开敏捷应用？,游戏里为什么不能打开其他应用了,0
我是外国人,我同学是外国人,0
你咋还不出来,你会出来吗,0
现在几点钟啊,几点钟啊现在,1
讲真的可以唤醒你吗,可以唤醒你吗,1
就这个颜色,你的颜色,0
说英语啦,学校的英语怎么说,0
给我学狗叫,你到底能不能学狗叫啊,1
小布怎么设置语音开启,发送qq语音信息怎样设置,0
怎样设置小布,怎样设置分身,0
月经期间肚子干嘛那么疼,你刚刚去干嘛了,0
排列五开什么号码,开奖号码,0
是你真实存在吧,你是真实存在的吗,0
我的范你学不来,你学不来我的范的,1
手机为什么没有内存卡,卡一为什么没有显示有网络而卡二有,0
我的脚邋遢吗,我的脚脏吗,1
OPPOReno4SE价格,OPPO Reno4 SE的价格,1
